22698
-0.176326	-0.4	0.0461516
-0.1646108	-0.3918816	-0.0627708
-0.177252	-0.389702	0.0427736
-0.226672	-0.383708	0.03056808
-0.1726192	-0.3829452	-0.0472416
-0.232612	-0.38082	0.00920848
-0.2285244	-0.380548	0.03056808
-0.2034604	-0.381202	0.0408664
-0.2353904	-0.3795124	0.00833672
-0.2345192	-0.3780956	0.0098624
-0.2317404	-0.3796212	0.01923448
-0.2200256	-0.3784228	0.03089484
-0.2064568	-0.3800028	0.03568988
-0.2056404	-0.3787496	0.03748808
-0.2343012	-0.377442	0.001089796
-0.2229124	-0.3766792	0.0047404
-0.2190444	-0.3766248	0.02806156
-0.1884764	-0.3771148	0.00741032
-0.239042	-0.3737912	0.01542028
-0.2259636	-0.3756436	-0.000381418
-0.225746	-0.375208	0.0033783
-0.221878	-0.375426	0.03127624
-0.2217136	-0.3743908	-0.002724384
-0.2210052	-0.3739548	0.03263856
-0.2140312	-0.374336	0.0339464
-0.206894	-0.374554	0.03721556
-0.2063488	-0.3736824	0.03901372
-0.2379512	-0.3715028	-0.0041956
-0.2378432	-0.3715028	0.01013492
-0.2352824	-0.3734096	0.01563812
-0.2349548	-0.3728652	0.01961588
-0.2313048	-0.372538	0.003541676
-0.2269996	-0.3718296	0.030677
-0.2204612	-0.3730284	0.02833404
-0.2126692	-0.3719928	0.03509064
-0.2088548	-0.3718296	0.03781504
-0.206076	-0.3730828	0.0344912
-0.2059664	-0.3729196	0.03247516
-0.177034	-0.373192	-0.0522544
-0.2400216	-0.3693232	0.01302268
-0.2340284	-0.3710124	-0.00375972
-0.232612	-0.36916	0.0264814
-0.2297784	-0.3699772	0.01062524
-0.2268368	-0.3709032	-0.00495844
-0.215448	-0.3705216	0.02980524
-0.2146844	-0.3693232	0.03154876
-0.2073828	-0.3692688	0.03476368
-0.2020984	-0.369432	-0.03089504
-0.1882584	-0.36965	-0.03040472
-0.1881488	-0.3693232	-0.03274768
-0.1776876	-0.3693232	-0.0354176
-0.2420936	-0.3667076	0.001307628
-0.2397504	-0.3685604	-0.00577572
-0.227816	-0.3666532	-0.01100664
-0.2173004	-0.3670348	-0.01362212
-0.2139764	-0.36807	0.03509064
-0.2135956	-0.3675248	0.0328566
-0.2103812	-0.3681788	0.03568988
-0.2011172	-0.36807	-0.02735316
-0.2010092	-0.3680152	-0.02522824
-0.1902208	-0.3686692	0.0051218
-0.1898932	-0.3665988	-0.0301322
-0.1837904	-0.3679064	-0.03078612
-0.1800308	-0.3674704	-0.03242072
-0.1727292	-0.3673616	-0.01912556
-0.1725112	-0.3671436	-0.01694596
-0.1722932	-0.3665988	-0.02152296
-0.2417108	-0.3661628	0.0093174
-0.2411124	-0.3649096	0.004577
-0.234682	-0.3661084	-0.002125132
-0.2308144	-0.366054	0.02729872
